year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason,drivetrain_source,status,time_remaining_or_date_sold,price,bids
2005,FORD,Falcon,XR6 BA II,Sedan,Automatic,Petrol,323279,5.0,6FPAAAJGSW5R67306,TRH647,Unregistered,6,4.0,Silver,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062242/motor-vehicles-motor-cycles/2005-ford-falcon-xr6-ba-ii-automatic-sedan,"Front Seat worn Drivers
Paint fading Spoiler
Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Front left fog light damaged.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 52m15s,1200.0,3.0
2009,VOLVO,Xc90,3.2,Wagon,Automatic,Petrol,196984,7.0,YV1CZ985691520048,BCY930,18-04-2026,6,3.2,Grey,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062243/motor-vehicles-motor-cycles/2009-volvo-xc90-3-2-automatic-7-seats-wagon,"Traction control light ON
Other Warning light ON
Medium Scuff on Around vehicle
Large Scuff on Front bumper
Dents or marks on body consistent with age and kilometres.
Medium Dent on panel
Paint fading side mirror",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 52m8s,109.0,4.0
2016,NISSAN,Navara,4X2 ST NP300 Dual Cab,Cab Chassis,Automatic,Diesel,92102,5.0,MNTCB2D23A0004569,No Plates,Unregistered,4,2.3,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062244/motor-vehicles-motor-cycles/2016-nissan-navara-4x2-st-np300-turbo-diesel-automatic-dual-cab,"Medium Scuff on Around vehicle
Engine light ON
Dents or marks on body consistent with age and kilometres.
Engine Water Leak",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 52m1s,2100.0,24.0
2011,HYUNDAI,I20,Active PB,Hatchback,Automatic,Petrol,189281,5.0,MALBB51CMCM357036,YTP322,12-12-2025,4,1.4,Green,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062245/motor-vehicles-motor-cycles/2011-hyundai-i20-active-pb-automatic-hatchback,"Medium Scuff on Around vehicle
Paint fading Around vehicle
Front Seat Stains Both
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Seat Torn hole in drivers seat",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 51m53s,900.0,2.0
2012,TOYOTA,Corolla,Ascent Sport ZRE182R,Hatchback,Automatic,Petrol,226709,5.0,JTNKU3JE80J009950,1RS2DF,04-02-2026,4,1.8,Orange,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062246/motor-vehicles-motor-cycles/2012-toyota-corolla-ascent-sport-zre182r-automatic-hatchback,"Front Seat worn Passenger seat burn hole
Large Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 51m44s,3209.0,33.0
2015,HOLDEN,Captiva,5 LT 2WD CG II,Wagon,Automatic,Petrol,180998,5.0,KL3DA26U9FB072458,1DE2IG,23-03-2026,4,2.4,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062247/motor-vehicles-motor-cycles/2015-holden-captiva-5-lt-2wd-cg-ii-automatic-wagon,"Seat Torn Drivers
Door card Worn.
Medium Scuff on Around vehicle
Other Warning light ON
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 51m35s,9.0,1.0
2015,MAZDA,Cx-5,Maxx Sport KE,Wagon,Automatic,Diesel,131944,5.0,JM0KE102200307681,1ZK4HQ,28-12-2025,4,2.2,Black,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062248/motor-vehicles-motor-cycles/2015-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 51m28s,6200.0,42.0
2013,NISSAN,Pulsar,ST-L C12,Hatchback,CVT,Petrol,148725,5.0,MNTFAAC12A0004199,No plates,Unregistered,4,1.8,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062249/motor-vehicles-motor-cycles/2013-nissan-pulsar-st-l-c12-cvt-hatchback,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 51m21s,909.0,10.0
2016,FORD,Territory,TX SZ II,Wagon,Automatic,Diesel,146849,5.0,6FPAAAJGATGC21376,DIG397,03/06/2026,6,2.7,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062252/motor-vehicles-motor-cycles/2016-ford-territory-tx-sz-ii-turbo-diesel-automatic-wagon,"Door card Worn.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on various panels
Paint cracked rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 56m13s,609.0,7.0
2017,HOLDEN,Colorado,4X4 Z71 RG,Dual Cab,Automatic,Diesel,321248,5.0,MMU148PK0HH638907,2EE4NI,16-06-2026,4,2.8,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062255/motor-vehicles-motor-cycles/2017-holden-colorado-4x4-z71-rg-turbo-diesel-automatic-dual-cab,"Seat Torn Drivers
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Paint cracked Front bar",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 51m6s,5100.0,13.0
2021,NISSAN,X-trail,ST FWD T32,Wagon,CVT,Petrol,120362,5.0,JN1TBAT32A0086116,BUL224,15-12-2025,4,2.5,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062257/motor-vehicles-motor-cycles/2021-nissan-x-trail-st-fwd-t32-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Front and rear bar",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 50m54s,509.0,6.0
2011,BMW,740i,740i F01,Sedan,Automatic,Petrol,193694,5.0,WBAKA42020C378682,No plates,Unregistered,6,3.0,Black,Tan Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062259/motor-vehicles-motor-cycles/2011-bmw-740i-740i-f01-automatic-sedan,"Medium Scuff on Around vehicle
Paint peeling Around vehicle
Dents or marks on body consistent with age and kilometres.
Other Warning light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 50m46s,109.0,2.0
2014,SKODA,Superb,ELEGANCE 125TDI 3T,Wagon,Automatic,Diesel,218360,5.0,TMBMF93T4E9043429,1QE3OO,12-02-2026,4,2.0,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062260/motor-vehicles-motor-cycles/2014-skoda-superb-elegance-125tdi-3t-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 50m34s,109.0,2.0
2014,AUDI,Q5,2.0 TFSI Quattro 8R,Wagon,Automatic,Petrol,182220,5.0,WAUZZZ8R7EA127038,No plates,Unregistered,4,2.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062261/motor-vehicles-motor-cycles/2014-audi-q5-2-0-tfsi-quattro-8r-automatic-8-speed-wagon,"Medium Scuff on Around vehicle
Large Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Corrosion visible Around vehicle
Other Warning light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 50m24s,209.0,3.0
2015,NISSAN,Pathfinder,Ti HYBRID R52,Wagon,CVT,Hybrid,232884,7.0,5N1CR2MMXFC682044,2DZ2OJ,02-04-2026,4,2.5,White,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062263/motor-vehicles-motor-cycles/2015-nissan-pathfinder-ti-hybrid-r52-cvt-rwc-issued-23-12-2025,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Paint cracked Cracked",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 50m18s,9.0,1.0
2007,BMW,1,Series 120i E87,Hatchback,Automatic,Petrol,216528,5.0,WBAUD32060P220333,No plates,Unregistered,4,2.0,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062264/motor-vehicles-motor-cycles/2007-bmw-1-series-120i-e87-automatic-hatchback,"Medium Scratch on Around vehicle
Engine idling rough
Other Warning light ON
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 50m9s,9.0,1.0
2010,HOLDEN,Captiva,SX CG,Wagon,Automatic,Diesel,229987,7.0,KL3CD26RJAB097629,1AJ1WN,24-04-2026,4,2.0,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062265/motor-vehicles-motor-cycles/2010-holden-captiva-sx-cg-turbo-diesel-automatic-7-seats-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Paint peeling Around vehicle
Seat Torn Driver seat
Airbag light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 50m2s,9.0,0.0
2012,HOLDEN,Cruze,CD JH,Hatchback,Automatic,Petrol,129732,5.0,6G1PD6E55CL623753,2BZ3DL,06-02-2026,4,1.8,Blue,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062266/motor-vehicles-motor-cycles/2012-holden-cruze-cd-jh-automatic-hatchback,"Paint fading Lhs mirror
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 49m54s,9.0,0.0
2007,LAND,Rover,Range Rover Sport TDV6,Wagon,Automatic,Diesel,182846,5.0,SALLSAA137A997948,2DE6XV,07-02-2026,6,2.7,Grey,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062267/motor-vehicles-motor-cycles/2007-land-rover-range-rover-sport-tdv6-turbo-diesel-automatic-wagon,"Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 49m47s,109.0,3.0
2012,MERCEDES,Benz,C-Class C 200 BE W204,Sedan,Automatic,Petrol,188979,5.0,WDD2040482A739968,No plates,Unregistered,4,1.8,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062268/motor-vehicles-motor-cycles/2012-mercedes-benz-c-class-c-200-be-w204-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Around vehicle
Paint peeling various panels
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 49m39s,209.0,3.0
2007,BMW,3,Series 320d LUMINANCE E90,Sedan,Automatic,Diesel,121052,5.0,WBAVG96010NG61410,WGE634,02-01-2026,4,2.0,Black,Beige Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062271/motor-vehicles-motor-cycles/2007-bmw-3-series-320d-luminance-e90-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Engine Oil Leak",UNCLASSIFIED,[OUT_OF_SCOPE],,Referred,nan,nan,0.0
2008,HONDA,Accord,Euro 7th Gen,Sedan,Automatic,Petrol,235711,5.0,JHMCL96308C212638,YRM40H,Unregistered,4,2.4,Silver,Black,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062272/motor-vehicles-motor-cycles/2008-honda-accord-euro-7th-gen-automatic-sedan,"Medium Scuff on Around vehicle
Paint fading Around vehicle
Large Scratch on Around vehicle
Body/panel damage Drivers Quarter Panel
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 49m24s,9.0,1.0
2018,MAZDA,Cx-8,ASAKI AWD KG,Wagon,Automatic,Diesel,220582,7.0,JM0KG4W2A00100805,1NQ2IU,02-11-2026,4,2.2,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062273/motor-vehicles-motor-cycles/2018-mazda-cx-8-asaki-awd-kg-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Referred,nan,nan,0.0
2006,BMW,X5,4.4i E53,Wagon,Automatic,Petrol,229651,5.0,WBAFB52070LT83400,VAJ069,01-02-2026,8,4.4,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062276/motor-vehicles-motor-cycles/2006-bmw-x5-4-4i-e53-automatic-wagon,"Engine Oil Leak
Dents or marks on body consistent with age and kilometres.
Medium Dent on Passenger side door
Seat Torn driver side
Door card Worn.
Medium Scuff on various panels
Medium Scratch on various panels
Corrosion visible on scuff and chip of paints",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 49m6s,9.0,1.0
2008,PEUGEOT,308,XSE TURBO TOURING,Wagon,Automatic,Petrol,155025,5.0,VF34H5FTF55221413,WSF645,12-12-2025,4,1.6,Grey,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062277/motor-vehicles-motor-cycles/2008-peugeot-308-xse-turbo-touring-automatic-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 49m0s,9.0,0.0
2006,FORD,Territory,Ghia SY,Wagon,Automatic,Petrol,183859,5.0,6FPAAAJGAT6J80017,UCD749,22-05-2026,6,4.0,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062278/motor-vehicles-motor-cycles/2006-ford-territory-ghia-sy-automatic-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Front Seat worn Driver seat",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 48m52s,9.0,0.0
2009,MERCEDES,Benz,M-Class ML350 W164,Wagon,Automatic,Petrol,204584,5.0,WDC1641862A558930,1KG4FQ,02-05-2026,6,3.5,Black,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062279/motor-vehicles-motor-cycles/2009-mercedes-benz-m-class-ml350-w164-automatic-wagon,"Medium Scratch on Around vehicle
Front bumper Cracked bumper.
Front Seat worn driver side
Body/panel damage RHF guard
Other Warning light ON
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 48m44s,609.0,7.0
2007,HONDA,Jazz,GLi GD,Hatchback,CVT,Petrol,150623,5.0,MRHGD18507P041621,Unable to locate,Unregistered,4,1.3,Black,Grey,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062280/motor-vehicles-motor-cycles/2007-honda-jazz-gli-gd-cvt-hatchback,"Medium Scratch on All around vehicle
Paint fading All around vehicle
Dents or marks on body consistent with age and kilometres.
Medium Scuff on rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 48m36s,209.0,4.0
2010,HONDA,Civic,VTi 8TH GEN,Sedan,Automatic,Petrol,302220,5.0,MRHFD1650AP022779,XRJ321,28-02-2026,4,1.8,Silver,Grey,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062281/motor-vehicles-motor-cycles/2010-honda-civic-vti-8th-gen-automatic-sedan,"Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 48m29s,9.0,1.0
2015,TOYOTA,Camry,Altise ASV50R,Sedan,Automatic,Petrol,222640,5.0,6T1BF3FKX0X071179,1RC8GF,28-04-2026,4,2.5,Silver,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062282/motor-vehicles-motor-cycles/2015-toyota-camry-altise-asv50r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scratch on Around vehicle
Medium Dent on Left rear passenger door",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 48m21s,5200.0,69.0
2017,MITSUBISHI,Triton,4X2 GLX MQ,Cab Chassis,Manual,Diesel,150930,2.0,MMAYJKK10HH024549,1LX5TD,01-02-2026,4,2.4,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062283/motor-vehicles-motor-cycles/2017-mitsubishi-triton-4x2-glx-mq-turbo-diesel-manual-cab-chassis,"Medium Scratch on Around vehicle
Cruise control not functioning
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 48m14s,1600.0,29.0
2017,LAND,Rover,RANGE ROVER VELAR D240 S,Wagon,Automatic,Diesel,114397,5.0,SALYA2AN7JA738212,No plates,Unregistered,4,2.0,Grey,Cream Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062284/motor-vehicles-motor-cycles/2017-land-rover-range-rover-velar-d240-s-turbo-diesel-auto-8-speed-wagon,"Medium Scratch on Around vehicle
Other Warning light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 48m7s,16400.0,16.0
2001,HONDA,Cr-v,Sport RD,Wagon,Automatic,Petrol,301126,5.0,JHLRD18501C206303,2BA2XQ,18-03-2026,4,2.0,Black,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062285/motor-vehicles-motor-cycles/2001-honda-cr-v-sport-rd-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Rear Cracked bumper.
Medium Scratches, Scuffs Around vehicle
Damaged Rear fog light
Paint fading on various panels
Corrosion visible on front guard",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 47m59s,209.0,3.0
2015,PEUGEOT,308,Allure,Hatchback,Automatic,Petrol,159056,5.0,VF3L35GXVFS204446,1GR1VE,28-02-2026,4,1.6,Blue,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062286/motor-vehicles-motor-cycles/2015-peugeot-308-allure-automatic-hatchback,"Engine light ON
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 47m52s,209.0,4.0
2014,PORSCHE,Macan,Turbo 95B,Wagon,Automatic,Petrol,180475,5.0,WP1ZZZ95ZFLB94607,269IS7,Unregistered,6,3.6,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062287/motor-vehicles-motor-cycles/2014-porsche-macan-turbo-95b-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Around vehicle
Other Warning light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 47m46s,14500.0,55.0
2016,FORD,Territory,TX SZ II,Wagon,Automatic,Diesel,194700,5.0,6FPAAAJGATGC22087,1HO9YM,21-04-2026,6,2.7,Grey,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062288/motor-vehicles-motor-cycles/2016-ford-territory-tx-sz-ii-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 47m38s,1209.0,16.0
2014,BMW,X1,sDrive 20i E84 LCI,Wagon,Automatic,Petrol,148253,5.0,WBAVL92030VX89226,AEI012,06-02-2026,4,2.0,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062289/motor-vehicles-motor-cycles/2014-bmw-x1-sdrive-20i-e84-lci-automatic-8-speed-wagon,"Medium Scratch on Around vehicle
Engine noise observed.
Engine idling rough",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 47m30s,309.0,4.0
2016,HONDA,Cr-v,4WD VTi-L RM II,Wagon,Automatic,Petrol,91706,5.0,MRHRM4840HP062127,1PA7YG,14-02-2026,4,2.4,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062290/motor-vehicles-motor-cycles/2016-honda-cr-v-4wd-vti-l-rm-ii-automatic-wagon,Medium Scratch on Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 47m22s,4000.0,44.0
2012,VOLKSWAGEN,Golf,118TSI Comfortline A6,Hatchback,Automatic,Petrol,112241,5.0,WVWZZZ1KZCW315976,BOQ401,28-08-2026,4,1.4,Black,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062291/motor-vehicles-motor-cycles/2012-volkswagen-golf-118tsi-comfortline-a6-automatic-hatchback,"Engine light ON
Engine idling rough
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Medium Dent on Right rear quarter",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,3d 16h 47m14s,209.0,3.0
2014,VOLKSWAGEN,Caddy,TDI250 MAXI BLUEMOT. Van,Van,Automatic,Diesel,242569,2.0,WV1ZZZ2KZFX001764,2AP8CG,16-10-2026,4,1.6,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062292/motor-vehicles-motor-cycles/2014-volkswagen-caddy-tdi250-maxi-bluemot-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON
Medium Scratch on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 12m35s,2600.0,25.0
2014,BMW,X5,M50d F15,Wagon,Automatic,Diesel,192221,7.0,WBAKS820X00G66006,No plates,Unregistered,6,3.0,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062293/motor-vehicles-motor-cycles/2014-bmw-x5-m50d-f15-turbo-diesel-automatic-8-speed-7-seats-wagon,"Windscreen Chipped or Cracked.
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 12m6s,709.0,10.0
2012,MERCEDES,Benz,C200 BE W204,Sedan,Automatic,Petrol,159873,5.0,WDD2040482A786912,ZLD218,18-04-2026,4,1.8,Grey,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062294/motor-vehicles-motor-cycles/2012-mercedes-benz-c200-be-w204-automatic-sedan,Medium Scuff on Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 11m30s,309.0,6.0
2014,NISSAN,Qashqai,TL J11,Wagon,CVT,Diesel,233505,5.0,SJNFDAJ11A1103348,1CJ3DM,14-01-2026,4,1.6,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062295/motor-vehicles-motor-cycles/2014-nissan-qashqai-tl-j11-turbo-diesel-cvt-wagon,Paint peeling Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 10m57s,9.0,1.0
2010,VOLKSWAGEN,Golf,GTI A6,Hatchback,Automatic,Petrol,176437,5.0,WVWZZZ1KZAW379750,XUD020,07-07-2026,4,2.0,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062296/motor-vehicles-motor-cycles/2010-volkswagen-golf-gti-a6-automatic-hatchback,"Medium Scuff on Lhr
Medium Scratch on Around vehicle
Damaged exterior light
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 10m34s,109.0,2.0
2010,PEUGEOT,308,XS,Hatchback,Automatic,Petrol,163851,5.0,VF34C5FWFAS085262,XQH259,25-02-2026,4,1.6,Grey,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062297/motor-vehicles-motor-cycles/2010-peugeot-308-xs-automatic-hatchback,"Engine idling rough
Engine light ON
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 10m15s,9.0,0.0
2007,HONDA,Civic,VTi 8TH GEN,Sedan,Automatic,Petrol,320003,5.0,MRHFD16507P023047,UQD811,31-05-2026,4,1.8,Black,Grey,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062300/motor-vehicles-motor-cycles/2007-honda-civic-vti-8th-gen-automatic-sedan,"Paint fading, Large scratches and Scuffs Around vehicle
Windscreen Chipped.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 9m51s,9.0,0.0
2008,MAZDA,6,Limited GH,Sedan,Automatic,Petrol,202279,5.0,JM0GH105100125184,No plates,Unregistered,4,2.5,Silver,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062303/motor-vehicles-motor-cycles/2008-mazda-6-limited-gh-automatic-sedan,"Airbag light ON
Medium Scuff on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 9m25s,9.0,1.0
2011,FORD,Territory,TX SZ,Wagon,Automatic,Diesel,209849,5.0,6FPAAAJGATBU51988,1GK2FZ,15-07-2026,6,2.7,Grey,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062304/motor-vehicles-motor-cycles/2011-ford-territory-tx-sz-turbo-diesel-automatic-wagon,"Engine Smoke visible
Paint peeling, Medium Scratches Around vehicle
Large Dent on Boot door
Dents or marks on body consistent with age and kilometres.
Comment: Warning Light OnInterior: Door Card, Steering wheel and Handbrake worn., Exterior: Damaged rear panel,
Comment: Warning Light On
Interior: Door Card, Steering wheel and Handbrake worn., Exterior: Damaged rear panel",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 9m14s,9.0,0.0
2009,MAZDA,Cx-9,Luxury,Wagon,Automatic,Petrol,284257,7.0,JM0TB10A190116431,WYA497,15-07-2026,6,3.7,Grey,Beige Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062305/motor-vehicles-motor-cycles/2009-mazda-cx-9-luxury-automatic-7-seats-wagon,Medium Scratch on Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 8m49s,9.0,0.0
2011,NISSAN,Dualis,ST J10,Wagon,Manual,Petrol,131149,5.0,SJNFBAJ10A2265194,YYQ383,28-03-2026,4,2.0,Grey,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062306/motor-vehicles-motor-cycles/2011-nissan-dualis-st-j10-manual-wagon,"Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 8m39s,9.0,0.0
2015,DODGE,Journey,R T,People Mover,Automatic,Petrol,168549,7.0,3C4PDCKG5FT648489,1KS6RT,15-01-2026,6,3.6,Grey,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062307/motor-vehicles-motor-cycles/2015-dodge-journey-r-t-automatic-7-seats-people-mover,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 8m28s,9.0,0.0
