year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2011.0,Ford,Territory,Titanium SZ Turbo Diesel Automatic 7 Seats Wagon,Wagon,Automatic,Diesel,146852,7.0,6FPAAAJGATBY40403,CDO66U,"01-12-2026-Registration will only be transferred to the registered bidder who must hold a NSW Licence, otherwise, vehicle will be sold unregistered.",6.0,2.7,Blue,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352729/motor-vehicles-motor-cycles/2011-ford-territory-titanium-sz-turbo-diesel-automatic-7-seats-wagon,"Front Seat worn Drivers seat
Controls inoperable DVD player
Medium Dent on Passenger doors
Large Dent on Dent and scratched passenger quarter panel
Large Scratch on Rear bar and tailgate
Door Mirror Broken Both mirrors broken
Large Scratch on Front bar
Paint fading Roof
Hail damage visible.
Driveline requires attention, recommend inspection by qualified third party
Transmission Requires attention Strongly recommend inspection by qualified third party"
2016.0,Hyundai,iLOAD,TQ Manual Van,Van,Manual,Petrol,160496,3.0,KMFWBX7RLGU846556,CJ10HR,"Sold Unregistered, Without Plates",4.0,2.4,White,Grey,Yes,Yes,Yes,Partial,No,NSW,https://www.grays.com/lot/0001-10352730/motor-vehicles-motor-cycles/2016-hyundai-iload-tq-manual-van,"Seat Torn Front seats torn
Body/panel damage Rear impact damage to rear step bar and bumper bar
Large Dent on Drivers front door, drivers quarter panel, roof, tailgate, passenger quarter, and passengers sliding door
Large Scratch on Front bar
Corrosion visible Roof and tailgate
Medium Dent on scratched passenger guard, Tailgate, and side door"
2011.0,Ford,Falcon,XR6 FG Automatic Sedan,Sedan,Automatic,Petrol,212444,5.0,6FPAAAJGSWBK25150,No plates,"Sold Unregistered, Without Plates",6.0,4.0,Blue,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352731/motor-vehicles-motor-cycles/2011-ford-falcon-xr6-fg-automatic-sedan,"Front Seat worn Drivers seat damaged
Large Dent on Drivers rear door
Medium Dent on Drivers guard and quarter panel
Large Scratch on Front bar
Damaged front fog light
Medium Scratch on Front bumper and spoiler
Paint cracked Front bumper"
2015.0,Jaguar,XE,V6 S Automatic - 8 Speed Sedan,Sedan,Automatic - 8 Speed,Petrol,83420,5.0,SAJAB4AV1GA937347,HH0797,"Sold Unregistered, Without Plates",6.0,3.0,Grey,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352732/motor-vehicles-motor-cycles/2015-jaguar-xe-v6-s-automatic-8-speed-sedan,"Paint peeling Bonnet
Engine noise observed.
Engine overheating, tow advisable.
Medium Dent on Passenger side rear door"
2016.0,Mazda,CX-3,S TOURING DK Automatic Wagon,Wagon,Automatic,Petrol,278656,5.0,MM0DK2W7A0W125053,YGW77T,"Sold Unregistered, Without Plates",4.0,2.0,Black,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352733/motor-vehicles-motor-cycles/2016-mazda-cx-3-s-touring-dk-automatic-wagon,"Radio broken
Front Seat worn Drivers seat
Seat Torn Passenger front seat
Windscreen Chipped or Cracked.
Door Mirror Broken Both mirrors damaged
Body/panel damage Front and rear impact damage
Paint fading On roof and tail gate
Medium Dent on Passenger rear door, drivers cant rail
Large Scratch on On various panels
Carpet worn in places.
Other Warning light ON
Steering requires attention.
Suspension requires attention"
2011.0,Volkswagen,Golf,GTI Manual Hatchback,,Manual,Petrol,201320,5.0,WVWZZZ1KZCW024658,No plates,"Sold Unregistered, Without Plates",4.0,2.0,Grey,Grey,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352734/motor-vehicles-motor-cycles/2011-volkswagen-golf-gti-manual-hatchback,"Damaged Headlights
Large Scratch on All doors, bumper bars
Hail damage visible.
Large Dent on Rear doors
Paint peeling Rear spoiler
Other Warning light ON
Controls inoperable Drivers inner door handle not working
Front Seat worn with corrosion evident
Medium Scuff on Rear bumper"
2004.0,Mitsubishi,Pajero,Exceed NP Turbo Diesel Automatic 7 Seats Wagon,Wagon,Automatic,Diesel,174869,7.0,JMFLYV78W5J002114,No plates,"Sold Unregistered, Without Plates",4.0,3.2,Gold,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352735/motor-vehicles-motor-cycles/2004-mitsubishi-pajero-exceed-np-turbo-diesel-automatic-7-seats-wagon,"Transmission Requires attention Strongly recommend inspection by qualified third party
Front Seat worn Front seats worn
Seat Torn Drivers seat
Medium Dent on Both guards, drivers door
Large Scratch on Bullbar, rear bar and both side skirts
Medium Scratch on various panels"
2021.0,Isuzu,MU-X,4x2 LS-U Turbo Diesel Automatic 7 Seats Wagon,Wagon,Automatic,Diesel,214506,7.0,MPAUCR40GMT001412,DB84UW,"Sold Unregistered, Without Plates",4.0,3.0,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352736/motor-vehicles-motor-cycles/2021-isuzu-mu-x-4x2-ls-u-turbo-diesel-automatic-7-seats-wagon,"Large Scratch on Drivers door
Other Warning light ON"
2021.0,Toyota,Kluger,4X4 GX HYBRID AXUH78R CVT 7 Seats Wagon,Wagon,CVT,Hybrid,97370,7.0,5TDLB3CH90S050998,DB60JX,"Sold Unregistered, Without Plates",4.0,2.5,White,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352737/motor-vehicles-motor-cycles/2021-toyota-kluger-4x4-gx-hybrid-axuh78r-cvt-7-seats-wagon,"Medium Dent on Drivers quarter panel
Medium Scratch on Rear bar
Interior: Hoodlining stained"
2014.0,Citroen,DS5,DSPORT Turbo Diesel WOVR-REPAIRABLE,Wagon,Automatic,Diesel,25701,5.0,VF7KFRHHAES513652,No plates,"Sold Unregistered, Without Plates",4.0,2.0,Grey,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352738/motor-vehicles-motor-cycles/2014-citroen-ds5-dsport-turbo-diesel-wovr-repairable,"Large Dent on Driver side rear door and quarter panel
Steering requires attention."
2009.0,Mazda,3,SP25 BL Automatic Hatchback,Hatchback,Automatic,Petrol,217347,5.0,JM0BL10L100113133,EMP44J,"Sold Unregistered, Without Plates",4.0,2.5,Black,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352741/motor-vehicles-motor-cycles/2009-mazda-3-sp25-bl-automatic-hatchback,"Medium Scratch on Door jambs
Steering requires attention.
Suspension requires attention"
2012.0,Kia,Grand,Carnival S VQ Automatic 8 Seats People Mover,People Mover,Automatic,Petrol,218202,8.0,KNAMG817MD6516852,EQU90P,"12-12-2026-Registration will only be transferred to the registered bidder who must hold a NSW Licence, otherwise, vehicle will be sold unregistered.",6.0,3.5,Silver,Grey,Yes,Yes,No,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352742/motor-vehicles-motor-cycles/2012-kia-grand-carnival-s-vq-automatic-8-seats-people-mover,"Large Dent on Driver side rear quarter panel
Medium Dent on Passenger side rear quarter panel, tailgate
Paint fading Bonnet, roof, tailgate
Paint peeling Front bumper bar, passenger side front guard
Rear Cracked bumper.
Flat Battery. Jump start or towing required
Gear Knob Broken"
2007.0,Holden,CALAIS,V VE Automatic Sedan,Sedan,Automatic,Petrol,"125126- Odometer discrepancy detected, see attached history report.",5.0,6G1EX55H57L920840,No plates,"Sold Unregistered, Without Plates",8.0,6.0,Red,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352743/motor-vehicles-motor-cycles/2007-holden-calais-v-ve-automatic-sedan,"Paint fading Roof
Paint peeling Rear spoiler
ABS light ON
Traction control light ON
Door card Damaged.
Large Dent on Passenger side rear door"
2016.0,Lexus,RX,350 RX350 F SPORT GGL25R Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Petrol,345911,5.0,JTJBZMCA402020859,DJZ75Z,"30-01-2026-Registration will only be transferred to the registered bidder who must hold a NSW Licence, otherwise, vehicle will be sold unregistered.",6.0,3.5,Black,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352744/motor-vehicles-motor-cycles/2016-lexus-rx-350-rx350-f-sport-ggl25r-automatic-8-speed-wagon,"Paint cracked Rear bumper bar
Engine noise observed."
