year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric
2006,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Cab Chassis,Manual,Diesel,410917,5.0,MR0FZ22GX01010293,UHI230,31-07-2025,4,3.0,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053952/motor-vehicles-motor-cycles/2006-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Medium Scratch on Rh front &amp;amp; rear door sills
Dents or marks on body consistent with age and kilometres.
Medium Dent on Roof",73,7000,2025-08-10,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Hilux,4X2 SR Hi Rider GUN136R Dual,Dual Cab,Automatic,Diesel,281021,5.0,MR0JA3DD500343243,1LM5BY,Unregistered,4,2.8,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054122/motor-vehicles-motor-cycles/2017-toyota-hilux-4x2-sr-hi-rider-gun136r-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Front Seat Marks Both
Back Seat Marks.",73,17750,2025-08-10,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Camry,Altise ACV40R,Sedan,Automatic,Petrol,493958,5.0,6T153BK400X103436,XVJ127,10-09-2025,4,2.4,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054053/motor-vehicles-motor-cycles/2010-toyota-camry-altise-acv40r-automatic-sedan,"Engine light ON
Dents or marks on body consistent with age and kilometres.",15,1209,2025-08-10,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,255407,5.0,6T153KK400X310164,WOS697,07-08-2025,6,3.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054195/motor-vehicles-motor-cycles/2008-toyota-aurion-at-x-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Airbag light ON",29,2309,2025-08-10,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2015,TOYOTA,Camry,Altise ASV50R,Sedan,Automatic,Petrol,197277,5.0,6T1BF3FK70X077280,No plates,Unregistered,4,2.5,Grey,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053958/motor-vehicles-motor-cycles/2015-toyota-camry-altise-asv50r-automatic-sedan,"Rear bumper Cracked bumper.
Paint cracked Rear bumper
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.",43,9200,2025-08-10,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Yaris,YR NCP90R,Hatchback,Automatic,Petrol,165803,5.0,JTDJW923105125980,1WD4SS,13-10-2025,4,1.3,Yellow,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054069/motor-vehicles-motor-cycles/2009-toyota-yaris-yr-ncp90r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres
Medium Scuff on Front bumper right side
Medium Scratch on Passenger door
Corrosion visible Passenger door
Front bumper Cracked bumper.
Paint peeling Bonnet
Paint fading Bonnet",42,3200,2025-08-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Camry,Altise ASV50R,Sedan,Automatic,Petrol,287718,5.0,6T1BF3FK00X049644,1CK7YF,30-06-2025,4,2.5,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054098/motor-vehicles-motor-cycles/2014-toyota-camry-altise-asv50r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Rear bumper
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.",65,5909,2025-08-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Mark,X Import,Sedan,Automatic,Petrol,174770,5.0,6U90GRX1213002980,2BQ7JS,14/10/2025,6,0.0,Black,Brown Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054034/motor-vehicles-motor-cycles/2007-toyota-mark-x-import-automatic-sedan,Dents or marks on body consistent with age and kilometres.,64,12000,2025-08-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Camry,Ascent ASV70R,Sedan,Automatic,Petrol,124270,5.0,JTNBF3HK903056799,No plates,Unregistered,4,2.5,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712675/motor-vehicles-motor-cycles/2020-toyota-camry-ascent-asv70r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Front Seat Stains driver",119,17600,2025-08-11,0,toyota_camry_sedan_petrol_auto_ascent_fwd_2018_2023,[OK],,,
1995,TOYOTA,Townace,YR39,Van,Manual,Diesel,487952,2.0,JT721YR3900007427,9CN202,31-08-2025,4,2.0,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062458/motor-vehicles-motor-cycles/1995-toyota-townace-yr39-manual-van,"Windscreen Chipped or Cracked.
Corrosion visible Various Panels
Dents or marks on body consistent with age and kilometres.
Engine idling rough
Seat Torn driver",11,1009,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Landcruiser,Prado Prado Grande (4x4) GRJ120R,Wagon,Automatic,Petrol,305904,8.0,JTEBU25J100023633,No plates,Unregistered,6,4.0,Silver,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054186/motor-vehicles-motor-cycles/2003-toyota-landcruiser-prado-prado-grande-4x4-grj120r-auto-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper
Paint fading Around exterior
Airbag light ON
Engine noise observed.
Front Seat worn Driver seat",57,4700,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Landcruiser,Prado GXL (4x4) GRJ120R,Wagon,Automatic,Petrol,390556,8.0,JTEBU29J405027916,1CDT744,02-10-2025,6,4.0,Silver,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062452/motor-vehicles-motor-cycles/2005-toyota-landcruiser-prado-gxl-4x4-grj120r-automatic-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Dash Torn or Cracked
Engine light ON
Paint peeling Various panels
Medium Scratch on Rear left door
Back Seat Marks.
Front Seat Stains Both front seats",43,3600,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Kluger,KX-S (FWD) GSU40R,Wagon,Automatic,Petrol,117150,7.0,JTEDS41A702114099,YSC642,28-02-2026,6,3.5,Silver,Black Leather,Yes,Yes,No,Yes - Service Extract,Yes,VIC,https://www.grays.com/lot/0001-21054241/motor-vehicles-motor-cycles/2011-toyota-kluger-kx-s-fwd-gsu40r-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Drivers Seat Torn.",117,12090,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Kluger,Grande (4x4) GSU45R,Wagon,Automatic,Petrol,267308,6.0,JTEES42A802150239,1IRC825,19-09-2025,6,3.5,Blue,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9062428/motor-vehicles-motor-cycles/2009-toyota-kluger-grande-4x4-gsu45r-automatic-wagon,"Other Warning light ON
Dents or marks on body consistent with age and kilometres.
Door card Damaged.",64,5100,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Hiace,LWB TRH201R,Van,Automatic,Petrol,269560,3.0,JTFHX02P000012293,1YX5SU,17-08-2025,4,2.7,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054123/motor-vehicles-motor-cycles/2006-toyota-hiace-lwb-trh201r-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Medium Dent on Various parts on panels
Engine Smoke visible",67,5100,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Rav,4 FWD GX ZSA42R,Wagon,CVT,Petrol,92086,5.0,JTMZDREV50J083102,No plates,Unregistered,4,2.0,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048618/motor-vehicles-motor-cycles/2016-toyota-rav-4-fwd-gx-zsa42r-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,108,15700,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Corolla,Ascent ZRE152R,Sedan,Automatic,Petrol,330259,5.0,JTNBU52E40J004187,1ZW2IG,21-09-2025,4,1.8,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054239/motor-vehicles-motor-cycles/2007-toyota-corolla-ascent-zre152r-automatic-sedan,"Flat Battery. Jump start or towing required
Dents or marks on body consistent with age and kilometres.
Paint peeling Front bumper
Seats and Carpet worn.",24,2109,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Corolla,Ascent ZRE152R,Sedan,Automatic,Petrol,367462,5.0,JTNBU52E50J033987,BKL82L,Unregistered,4,1.8,Grey,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10350033/motor-vehicles-motor-cycles/2009-toyota-corolla-ascent-zre152r-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,24,2209,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Dual Cab,Manual,Diesel,367682,5.0,MR0FZ22G201153139,1HFG437,02-12-2025,4,3.0,White,Grey,Yes,Yes,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9062422/motor-vehicles-motor-cycles/2007-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Large Dent on tub
Seat Torn driver
Windscreen Chipped or Cracked.",41,7200,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Aurion,Sportivo SX6 GSV40R,Sedan,Automatic,Petrol,348657,5.0,6T153KK400X313383,WOS703,08-08-2025,6,3.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054047/motor-vehicles-motor-cycles/2008-toyota-aurion-sportivo-sx6-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint peeling Spoiler
Paint fading Various along panel",33,2700,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Hilux,SR (4x4) GUN126R Dual,Dual Cab,Manual,Diesel,115619,5.0,MR0KA3CD201241205,1IQY260,11-09-2025,4,2.8,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062418/motor-vehicles-motor-cycles/2020-toyota-hilux-sr-4x4-gun126r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Various Panels
Paint peeling Various Panels
Windscreen Chipped or Cracked.",54,26100,2025-08-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Landcruiser,Prado GX (4x4) GDJ150R,Wagon,Automatic,Diesel,253000,5.0,JTEBR3FJ70K111970,1OD1GU,02-11-2025,4,2.8,Black,Black,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054269/motor-vehicles-motor-cycles/2018-toyota-landcruiser-prado-gx-4x4-gdj150r-turbo-diesel-automatic-wagon,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.",142,28000,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Landcruiser,Prado GXL (4x4) KDJ120R T D,Wagon,Automatic,Diesel,266367,8.0,JTEBZ29J400131692,No plates,Unregistered,4,3.0,Silver,Grey,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50712704/motor-vehicles-motor-cycles/2007-toyota-landcruiser-prado-gxl-4x4-kdj120r-t-d-auto-8-seats-wagon,"Windscreen Chipped or Cracked.
Dash Torn or Cracked
Door card Worn.
Airbag light ON
Carpet worn in places.
Front Seat worn Driver seat
Large Scratch on Lh rear bumper
Medium Dent on Lh rear bumper and Lh rear quarter
Medium Scratch on Rh front guard
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rh rear corner x2
Paint peeling Multiple panels
Suspension requires attention
Engine Oil Leak
Engine Smoke visible",3,5200,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Landcruiser,Workmate (4x4) VDJ79R T D,Cab Chassis,Manual,Diesel,66810,2.0,JTELV71J507008516,No plates,Unregistered,8,4.5,White,Grey,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50712714/motor-vehicles-motor-cycles/2016-toyota-landcruiser-workmate-4x4-vdj79r-t-d-manual-cab-chassis,Dents or marks on body consistent with age and kilometres.,134,40300,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Rav,4 SX6 GSA33R,Wagon,Automatic,Petrol,256007,5.0,JTMBK31V505050152,1CSS649,19-11-2025,6,3.5,Silver,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062506/motor-vehicles-motor-cycles/2007-toyota-rav-4-sx6-gsa33r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear drivers side
Windscreen Chipped or Cracked.",73,6200,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Landcruiser,GXL (4x4) VDJ200R,Wagon,Automatic,Diesel,332697,8.0,JTMHV09J805002825,No plates,Unregistered,8,4.5,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50516344/motor-vehicles-motor-cycles/2009-toyota-landcruiser-gxl-4x4-vdj200r-turbo-diesel-auto-8-seats-wagon,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Glovebox Would not Open/Close
Medium Scuff on front bumper and rh side mirror",92,15200,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Hilux,SR (4x4) GUN126R Dual,Cab Chassis,Manual,Diesel,108472,5.0,MR0KA3CDX01217489,1HZI382,06-12-2025,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062573/motor-vehicles-motor-cycles/2018-toyota-hilux-sr-4x4-gun126r-turbo-diesel-manual-dual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Drivers side rear light bracket
Windscreen Chipped or Cracked.",108,27300,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,168732,5.0,6T153KK400X309799,MH288A,26-08-2025,6,3.5,Silver,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062507/motor-vehicles-motor-cycles/2008-toyota-aurion-at-x-gsv40r-automatic-sedan,"Front Seat worn Both seats
Dents or marks on body consistent with age and kilometres.
Large Scuff on Rear passenger door
Medium Scuff on Various across vehicle
Large Dent on Boot and medium on drivers front quarter panel.
Corrosion visible Passenger rear door area.
Windscreen Chipped or Cracked.",33,3300,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Crown,,Sedan,Automatic,Petrol,144878,5.0,6ZZAGWS2040021215,2BQ80B,Unregistered,6,3.5,White,Cream,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054274/motor-vehicles-motor-cycles/2010-toyota-crown-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Medium Scuff on Various parts on panels",51,8466,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Hilux,Dual,Cab Chassis,Manual,Diesel,413538,5.0,MR033LNE909001309,RCZ299,31-08-2025,4,3.0,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054253/motor-vehicles-motor-cycles/2001-toyota-hilux-manual-dual-cab,"Seat Torn Drivers seat
Engine noise observed.
Dents or marks on body consistent with age and kilometres.",74,5000,2025-08-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Landcruiser,Prado Prado GXL (4x4) GRJ120R,Wagon,Automatic,Petrol,284962,5.0,JTEBU29J305159839,1MO1TD,05-09-2025,6,4.0,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054381/motor-vehicles-motor-cycles/2008-toyota-landcruiser-prado-prado-gxl-4x4-grj120r-auto-5-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Windscreen Chipped or Cracked.
Controls Broken Driver’s side window key control",72,7000,2025-08-14,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Hilux,4X2 WORKMATE KUN16R,Cab Chassis,Manual,Diesel,410732,3.0,MR0CZ12GX00036069,ZTL124,15-10-2025,4,3.0,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054378/motor-vehicles-motor-cycles/2013-toyota-hilux-4x2-workmate-kun16r-turbo-diesel-manual-cab-chassis,"Windscreen Chipped or Cracked.
Medium Dent on Roof
Seat Torn Drivers seat
Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Large Scuff on Front bar
Airbag light ON",36,4800,2025-08-14,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Camry,Azura MCV36R,Sedan,Automatic,Petrol,258569,5.0,6T153XK360X320795,XAH729,15-05-2026,6,3.0,Black,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054362/motor-vehicles-motor-cycles/2006-toyota-camry-azura-mcv36r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Back bumper
Paint fading Bonnet, roof
Front Seat Stains Driver door
Engine light ON",15,1409,2025-08-14,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1998,TOYOTA,Corolla,CSI Seca AE101,Hatchback,Automatic,Petrol,296106,5.0,6T154AEA10D337291,PUX889,29-09-2025,4,1.6,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054364/motor-vehicles-motor-cycles/1998-toyota-corolla-csi-seca-ae101-automatic-hatchback,"Hood Lining Sagging
Large Scuff on Front bar,
Paint cracked Rear bar.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bar
Engine Oil Leak",6,509,2025-08-14,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2002,TOYOTA,Landcruiser,Prado GXL (4x4) KZJ95R T D,Wagon,Manual,Diesel,366469,8.0,JTEBY99J400172223,DK45SX,Unregistered,4,3.0,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912182/motor-vehicles-motor-cycles/2002-toyota-landcruiser-prado-gxl-4x4-kzj95r-t-d-manual-8-seats-wagon,"Driveline requires attention, recommend inspection by qualified third party
Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers",17,3600,2025-08-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Kluger,4X2 KX-S GSU40R,Wagon,Automatic,Petrol,423495,7.0,JTEDS41A802116685,No plates,Unregistered,6,3.5,Red,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054467/motor-vehicles-motor-cycles/2012-toyota-kluger-4x2-kx-s-gsu40r-automatic-7-seats-wagon,"Large Scratch on Front bumper
Paint fading Rear driver side
Dents or marks on body consistent with age and kilometres.
Medium Dent on Around exterior
Other Warning light ON",61,5300,2025-08-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Rav,4 Cruiser (4x4),Wagon,Automatic,Petrol,220288,5.0,JTMBD31V405005570,No plates,Unregistered,4,2.4,Black,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054459/motor-vehicles-motor-cycles/2005-toyota-rav-4-cruiser-4x4-automatic-wagon,"Carpet worn in places.
Front Seat worn Drivers seat
Paint peeling RHR door, LHR quarter panel
Paint cracked Front bar
Large Scuff on Front bar
Large Scratch on Front bar
Dents or marks on body consistent with age and kilometres.
Large Scuff on LHR door, LHR quarter panel",42,2900,2025-08-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Landcruiser,VX (4x4) VDJ200R TD,Wagon,Automatic,Diesel,428534,8.0,JTMHV05J404012196,545KZ6,Unregistered,8,4.5,Blue,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350089/motor-vehicles-motor-cycles/2008-toyota-landcruiser-vx-4x4-vdj200r-td-automatic-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",152,23400,2025-08-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,138896,5.0,MR0KA3CD201195598,No plates,Unregistered,4,2.8,White,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21054276/motor-vehicles-motor-cycles/2016-toyota-hilux-4x4-sr-gun126r-turbo-diesel-crew-cab-chassis,Dents or marks on body consistent with age and kilometres.,39,20200,2025-08-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Camry,LUXURY HYBRID AHV40R,Sedan,CVT,Hybrid,469762,5.0,6T153FK400X228165,YWQ206,30-09-2025,4,2.4,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054437/motor-vehicles-motor-cycles/2010-toyota-camry-luxury-hybrid-ahv40r-cvt-sedan,"Seat Torn Drivers seat
Medium Scratch on Front bar, RH doors",37,3200,2025-08-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Cab Chassis,Manual,Diesel,274193,5.0,MR0FZ22G701080687,No plates,Unregistered,4,3.0,White,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50516389/motor-vehicles-motor-cycles/2013-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on multiple panels
Front Seat worn driver",110,10200,2025-08-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1998,TOYOTA,Landcruiser,Prado Prado GXL (4x4) VZJ95R,Wagon,Manual,Petrol,285142,8.0,JT711VJ9500039793,OZD816,29-05-2026,6,3.4,Blue,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054534/motor-vehicles-motor-cycles/1998-toyota-landcruiser-prado-prado-gxl-4x4-vzj95r-manual-8-seats-wagon,"Hail damage visible.
Paint peeling Bonnet, guards
Paint fading Roof
Dents or marks on body consistent with age and kilometres.
Damaged RH tail light cracked",34,2600,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Corolla,Ascent ZZE123R,Sedan,Automatic,Petrol,262490,5.0,JTDBR22E100212392,No plates,Unregistered,4,1.8,Blue,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054710/motor-vehicles-motor-cycles/2005-toyota-corolla-ascent-zze123r-automatic-sedan,"Engine noise observed.
Engine Oil Leak
Medium Scratch on Around the Car
Medium Dent on Some Places
Medium Scuff on Some Places
Paint fading All around the Car
Paint peeling Some Places
Corrosion visible Rear",9,809,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Kluger,KX-R (FWD) GSU40R,Wagon,Automatic,Petrol,207353,7.0,JTEDS41A802124219,ZVG152,18-09-2025,6,3.5,Grey,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054539/motor-vehicles-motor-cycles/2013-toyota-kluger-kx-r-fwd-gsu40r-automatic-7-seats-wagon,"Damaged RH tail light cracked
Dents or marks on body consistent with age and kilometres.",60,7100,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Kluger,KX-S (4x4) GSU45R,Wagon,Automatic,Petrol,251772,7.0,JTEES41A402156721,XTS930,24-09-2025,6,3.5,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054483/motor-vehicles-motor-cycles/2009-toyota-kluger-kx-s-4x4-gsu45r-automatic-wagon-7-seats,"Dents or marks on body consistent with age and kilometres.
Paint cracked Rear bumper
Medium Dent, Scuff on Various panels
Drivers Seat Torn.
Paint peeling Various panels
Paint fading Various panels",32,4300,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Rav,4 ZR6 GSA33R,Wagon,Automatic,Petrol,299552,5.0,JTMBK31V805054678,WHQ139,03-10-2025,6,3.5,Black,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054590/motor-vehicles-motor-cycles/2008-toyota-rav-4-zr6-gsa33r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent, Scratch and Scuff on Various panels
Seat Torn Both front seat
Medium Dent on Various parts on panels
Other Warning light ON",29,2400,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2022,TOYOTA,Rav,4 GX Hybrid FWD AXAH52R,Wagon,CVT,Hybrid,77204,5.0,JTMZ23FV40D520376,DD00HA,Unregistered,4,2.5,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350111/motor-vehicles-motor-cycles/2022-toyota-rav-4-gx-hybrid-fwd-axah52r-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,88,31200,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Corolla,Ascent Sport MZEA12R,Hatchback,CVT,Petrol,110833,5.0,JTNK43BE003082054,CW75RL,Unregistered,4,2.0,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350154/motor-vehicles-motor-cycles/2019-toyota-corolla-ascent-sport-mzea12r-cvt-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,114,15100,2025-08-18,0,toyota_corolla_hatch_petrol_auto_ascent_sport_fwd_2019_2023,[OK],,,
2013,TOYOTA,Corolla,FWD,Hatchback,Automatic,Petrol,98450,5.0,JTNKU3JE00J018187,No plates,Unregistered,4,1.8,,,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50712733/motor-vehicles-motor-cycles/2013-toyota-corolla-fwd-automatic-hatchback,"Comments: ABS Brakes, Multi Function Steering Wheel,
Interior Damage: Poor condition; Exterior Damage:Rust, Marks, dents and scratches, Paint missing; Engine & Mechanical: Power steering fault",60,5400,2025-08-18,0,UNCLASSIFIED,[AMBIG_BADGE],,,
